Years at Company,Performance Rating,Number of Promotions,Overtime,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Company Reputation,Attrition,OverallSatisfaction,Opportunities,AnnualIncome,AgeGroup,RoleStagnationRatio,TenureGap,EarlyCompanyTenureRisk,LongTenureLowRoleRisk
2.25,2,1,0,1,3,2,2,7.0,0,2,1,3,0,0,4,0.281,4.75,0,1
1.42,3,2,0,2,1,1,2,1.75,1,2,1,3,0,0,3,0.516,0.33000000000000007,1,0
1.0,4,1,0,2,2,2,2,1.33,0,3,0,2,0,0,3,0.429,0.33000000000000007,1,0
0.17,3,3,1,1,1,1,3,5.67,0,3,0,3,0,0,1,0.025,5.5,1,1
0.42,4,0,1,4,4,1,2,4.0,0,4,0,2,0,0,2,0.084,3.58,1,0
1.25,3,2,0,3,0,1,3,5.83,0,2,0,2,0,0,4,0.183,4.58,1,1
0.08,4,0,0,3,2,2,2,4.42,0,1,1,2,0,0,1,0.015,4.34,1,0
0.58,3,0,1,2,1,1,1,4.67,0,2,1,2,0,0,3,0.102,4.09,1,0
3.67,1,0,0,4,2,2,2,7.08,0,4,0,3,0,0,4,0.454,3.41,0,1
1.17,3,2,1,2,0,2,2,7.75,0,3,1,2,0,0,2,0.134,6.58,1,1
1.17,3,0,0,3,1,1,1,2.42,0,2,1,3,0,0,4,0.342,1.25,1,0
0.58,2,0,1,1,1,1,2,2.42,0,3,0,3,0,0,1,0.17,1.8399999999999999,1,0
0.75,3,3,0,2,0,1,1,7.08,1,2,0,1,0,0,3,0.093,6.33,1,1
2.08,4,2,0,3,0,1,1,7.92,1,3,1,3,0,0,3,0.233,5.84,0,1
0.5,3,1,0,3,4,1,1,2.08,0,3,1,3,1,0,1,0.162,1.58,1,0
0.33,3,3,0,4,4,2,2,1.67,0,3,0,2,0,0,1,0.124,1.3399999999999999,1,0
0.08,3,1,0,2,0,3,3,1.33,0,1,1,2,0,0,3,0.034,1.25,1,0
0.75,3,0,0,2,4,2,1,1.92,0,3,0,2,0,0,1,0.257,1.17,1,0
0.67,3,0,0,2,5,1,2,3.75,0,3,0,2,0,0,1,0.141,3.08,1,0
0.08,3,2,0,3,3,2,2,4.08,0,2,1,2,0,0,1,0.016,4.0,1,0
2.83,2,0,1,5,4,2,2,9.0,0,1,1,2,0,0,4,0.283,6.17,0,1
1.25,3,3,0,2,0,1,3,6.33,0,2,1,3,0,0,3,0.171,5.08,1,1
1.08,3,2,0,4,0,2,2,4.75,0,2,1,2,0,0,4,0.188,3.67,1,0
0.75,3,0,0,4,0,2,2,7.25,0,3,1,3,1,0,1,0.091,6.5,1,1
0.33,4,0,1,3,0,2,2,3.67,0,1,1,2,0,0,2,0.071,3.34,1,0
0.58,3,0,1,2,1,1,2,0.67,1,3,0,2,1,0,4,0.347,0.09000000000000008,1,0
0.83,3,2,0,4,0,1,2,5.83,0,2,1,2,0,0,1,0.122,5.0,1,1
2.83,3,1,0,2,0,2,1,9.33,0,4,1,2,0,0,3,0.274,6.5,0,1
1.58,3,1,1,4,3,3,2,5.92,0,4,0,2,1,0,2,0.228,4.34,1,0
0.25,4,0,0,2,0,2,2,2.75,0,3,0,3,0,0,1,0.067,2.5,1,0
0.58,3,0,1,2,2,1,2,5.33,0,3,0,2,0,0,1,0.092,4.75,1,1
1.08,4,0,0,3,3,1,1,5.33,0,4,0,3,0,0,2,0.171,4.25,1,1
0.33,3,1,0,4,5,1,3,3.67,0,1,1,3,0,0,1,0.071,3.34,1,0
0.42,3,0,0,4,3,2,2,1.5,0,4,0,3,0,0,3,0.168,1.08,1,0
0.25,3,0,0,1,0,1,2,5.92,0,1,1,2,1,0,3,0.036,5.67,1,1
0.5,3,3,0,1,4,2,1,2.83,0,2,0,3,1,0,1,0.131,2.33,1,0
1.67,2,1,0,2,1,2,1,1.92,1,3,0,2,0,0,2,0.572,0.25,1,0
0.17,3,0,0,1,1,2,1,1.92,0,3,1,3,0,0,3,0.058,1.75,1,0
0.33,2,0,0,3,2,2,1,2.67,0,2,1,2,1,0,1,0.09,2.34,1,0
1.08,4,0,0,2,0,2,1,6.75,0,3,1,3,1,0,2,0.139,5.67,1,1
0.83,3,2,0,2,2,1,1,1.83,1,3,0,2,0,0,1,0.293,1.0,1,0
1.08,3,3,0,4,0,2,2,3.92,0,1,1,2,0,0,1,0.22,2.84,1,0
3.33,3,1,0,4,0,1,2,6.42,0,3,0,2,1,0,4,0.449,3.09,0,1
1.5,3,1,1,5,1,1,2,6.75,0,1,1,2,1,0,4,0.194,5.25,1,1
3.67,4,2,0,1,2,3,3,4.42,0,2,1,2,0,0,4,0.677,0.75,0,0
1.0,3,0,1,1,0,1,1,3.58,0,2,0,1,0,0,4,0.218,2.58,1,0
1.33,3,0,0,1,2,3,2,4.42,0,3,0,2,0,0,3,0.245,3.09,1,0
1.0,3,0,0,3,2,1,2,4.58,0,2,1,3,0,0,2,0.179,3.58,1,0
1.42,3,2,0,2,0,1,1,2.5,0,1,1,2,1,0,4,0.406,1.08,1,0
4.0,2,0,0,4,0,1,2,7.67,0,3,1,3,0,0,4,0.461,3.67,0,1
1.58,3,1,0,4,3,1,3,4.08,1,3,0,2,0,0,4,0.311,2.5,1,0
1.58,3,0,0,2,0,2,2,4.67,0,3,0,3,0,0,2,0.279,3.09,1,0
1.58,3,0,1,4,0,3,2,2.83,0,1,0,2,0,0,2,0.413,1.25,1,0
0.33,3,0,0,4,1,2,2,4.17,0,3,0,3,1,0,4,0.064,3.84,1,0
2.08,3,0,0,1,0,3,2,5.92,0,3,0,3,0,0,4,0.301,3.84,0,0
0.33,2,0,0,2,3,3,2,6.67,0,3,0,2,1,0,1,0.043,6.34,1,0
1.0,3,0,0,3,2,2,3,5.17,0,1,1,2,1,0,2,0.162,4.17,1,1
0.25,2,0,0,4,1,1,3,6.42,0,2,1,3,0,0,3,0.034,6.17,1,1
0.58,4,1,1,3,3,1,2,2.08,0,3,1,3,0,0,2,0.188,1.5,1,0
1.33,2,1,0,2,1,3,3,4.17,0,2,0,2,2,0,2,0.257,2.84,1,0
0.58,2,0,1,5,0,1,3,6.75,0,3,1,2,0,0,2,0.075,6.17,1,1
1.25,2,2,0,3,0,3,1,3.33,0,1,0,2,0,0,3,0.289,2.08,1,0
1.08,3,1,0,2,1,2,1,6.83,0,4,1,3,0,0,1,0.138,5.75,1,1
0.08,2,0,0,4,1,1,2,4.5,1,3,0,3,0,0,1,0.015,4.42,1,0
0.25,4,2,0,4,2,2,1,1.08,0,2,0,3,2,0,2,0.12,0.8300000000000001,1,0
2.83,3,1,0,2,1,1,3,4.75,0,3,1,3,1,0,4,0.492,1.92,0,0
0.58,3,2,1,4,1,2,2,6.25,1,1,0,3,0,0,3,0.08,5.67,1,1
0.25,3,2,1,4,0,1,2,3.58,0,3,1,2,0,0,4,0.055,3.33,1,0
2.33,3,1,0,1,4,3,1,7.58,1,2,0,2,0,0,3,0.272,5.25,0,0
3.33,4,2,1,1,0,1,2,7.92,1,3,1,2,0,0,4,0.373,4.59,0,1
2.42,4,2,0,2,3,2,1,4.5,0,3,1,3,0,0,4,0.44,2.08,0,0
1.25,1,0,0,4,0,3,2,4.08,0,2,0,2,0,0,3,0.246,2.83,1,0
0.92,2,3,0,2,1,1,3,1.08,0,3,1,3,0,0,1,0.442,0.16000000000000003,1,0
1.42,3,0,0,4,2,1,2,7.33,0,3,1,3,1,0,4,0.17,5.91,1,1
2.92,3,1,1,1,0,2,2,4.67,1,4,0,3,1,0,4,0.515,1.75,0,0
1.42,3,1,0,2,1,2,2,5.42,0,3,1,1,0,0,2,0.221,4.0,1,1
0.42,4,0,0,4,3,1,3,4.33,0,3,1,4,1,0,1,0.079,3.91,1,0
0.75,4,1,1,3,1,2,2,5.08,0,3,1,3,0,0,1,0.123,4.33,1,1
0.33,4,0,0,1,1,1,3,4.25,1,2,1,2,1,0,2,0.063,3.92,1,0
3.33,2,0,0,2,2,1,2,6.5,0,1,1,2,0,0,4,0.444,3.17,0,1
2.33,3,0,1,1,2,2,1,6.33,0,1,1,2,1,0,3,0.318,4.0,0,1
1.0,4,2,0,5,1,1,3,1.83,0,3,1,2,0,0,4,0.353,0.8300000000000001,1,0
1.58,2,2,0,1,3,2,2,3.5,0,3,0,2,0,0,4,0.351,1.92,1,0
1.83,4,0,0,4,1,1,2,4.5,0,3,1,3,0,0,2,0.333,2.67,1,0
0.67,2,1,1,4,0,1,2,6.92,0,3,1,3,0,0,2,0.085,6.25,1,1
1.08,3,0,1,4,6,1,1,5.92,1,3,0,2,0,0,3,0.156,4.84,1,1
2.92,2,2,1,2,0,1,3,9.5,1,3,0,2,0,0,4,0.278,6.58,0,1
0.17,3,2,0,4,1,1,1,5.67,0,3,1,3,0,0,1,0.025,5.5,1,1
1.0,2,1,0,4,2,2,2,3.0,0,3,0,2,0,0,3,0.25,2.0,1,0
0.17,4,1,0,2,1,1,1,0.83,0,3,1,4,0,0,2,0.093,0.6599999999999999,1,0
3.67,3,0,0,4,0,3,2,5.25,0,3,1,2,0,0,4,0.587,1.58,0,0
0.83,4,1,0,4,0,2,2,3.5,0,4,0,2,0,0,1,0.184,2.67,1,0
2.75,3,1,0,3,4,2,1,5.92,1,2,1,1,1,0,4,0.397,3.17,0,1
0.75,3,0,0,2,1,2,1,4.33,0,3,1,3,0,0,1,0.141,3.58,1,0
0.75,4,2,0,2,6,2,3,6.67,0,3,0,2,0,0,1,0.098,5.92,1,1
0.75,3,0,0,4,5,3,2,5.42,1,3,0,3,0,0,4,0.117,4.67,1,0
3.25,3,0,1,1,4,1,3,4.17,0,1,1,2,0,0,4,0.629,0.9199999999999999,0,0
0.83,3,0,1,2,1,2,2,4.17,0,3,0,1,0,0,1,0.161,3.34,1,0
3.33,3,0,0,2,2,2,2,5.0,0,3,0,3,0,0,4,0.555,1.67,0,0
0.17,2,0,1,4,4,3,3,5.75,1,3,0,3,0,0,3,0.025,5.58,1,0
2.25,3,1,1,2,1,1,3,4.92,0,1,0,3,0,0,3,0.38,2.67,0,0
0.33,4,0,0,4,2,2,2,0.67,0,2,1,3,0,0,1,0.198,0.34,1,0
2.0,3,0,0,1,4,1,2,6.67,0,3,1,3,0,0,3,0.261,4.67,1,1
3.42,2,0,1,1,1,2,1,9.92,0,3,1,3,0,0,4,0.313,6.5,0,1
2.0,4,0,0,4,0,1,3,5.83,0,3,1,2,0,0,4,0.293,3.83,1,1
2.33,3,1,0,3,0,2,1,6.08,0,3,0,3,1,0,3,0.329,3.75,0,1
0.08,4,3,1,5,1,1,2,3.5,1,1,0,3,0,0,2,0.018,3.42,1,0
1.58,3,3,0,2,0,1,2,2.17,1,3,0,3,0,0,3,0.498,0.5899999999999999,1,0
0.75,4,0,0,1,2,1,2,2.92,1,1,0,2,0,0,4,0.191,2.17,1,0
1.33,3,1,0,3,1,1,3,6.75,0,1,0,3,0,0,4,0.172,5.42,1,1
1.08,4,0,1,4,2,1,1,7.58,1,2,0,3,0,0,4,0.126,6.5,1,1
1.67,4,0,0,4,1,1,2,8.25,0,3,1,3,0,0,3,0.181,6.58,1,1
2.25,3,2,0,4,0,1,2,3.58,0,1,1,2,0,0,4,0.491,1.33,0,0
1.58,3,3,1,1,0,3,2,1.92,0,1,0,2,0,0,4,0.541,0.33999999999999986,1,0
0.17,1,2,0,2,3,1,2,6.67,0,2,1,3,0,0,2,0.022,6.5,1,1
2.83,3,0,0,4,4,1,2,9.17,0,2,0,3,0,0,3,0.278,6.34,0,1
0.83,3,0,1,1,2,2,2,0.92,1,3,0,2,1,0,1,0.432,0.09000000000000008,1,0
0.17,2,3,0,2,3,3,2,5.25,1,2,0,2,0,0,4,0.027,5.08,1,0
0.42,3,0,0,4,0,2,2,0.58,0,2,1,2,0,0,2,0.266,0.15999999999999998,1,0
2.08,3,0,0,2,5,2,3,6.67,0,3,0,2,0,0,4,0.271,4.59,0,1
3.17,2,0,0,1,1,1,2,6.33,0,3,1,2,0,0,4,0.432,3.16,0,1
0.58,3,3,0,1,0,2,1,5.58,0,3,1,2,0,0,1,0.088,5.0,1,1
0.67,3,2,1,2,4,2,1,2.25,0,3,1,2,0,0,2,0.206,1.58,1,0
3.0,3,1,0,1,4,2,2,8.33,0,2,1,2,0,0,4,0.322,5.33,0,1
0.17,3,0,1,4,0,2,2,4.25,1,4,1,3,0,0,4,0.032,4.08,1,0
1.25,3,2,0,4,1,2,3,7.75,0,3,1,2,0,0,2,0.143,6.5,1,1
1.67,3,0,0,4,3,1,2,7.92,0,2,0,2,0,0,2,0.187,6.25,1,1
0.25,3,2,0,3,0,3,1,3.33,0,3,0,2,1,0,4,0.058,3.08,1,0
2.25,3,0,0,2,0,2,1,5.83,1,3,0,2,1,0,4,0.329,3.58,0,1
2.5,3,2,0,4,3,1,3,5.25,1,2,1,3,0,0,3,0.4,2.75,0,1
0.58,3,0,0,2,0,2,1,5.25,0,3,1,2,0,0,1,0.093,4.67,1,1
0.92,3,1,0,4,2,2,2,3.5,0,1,1,2,0,0,4,0.204,2.58,1,0
1.83,3,0,0,3,2,1,1,7.58,0,1,1,3,0,0,2,0.213,5.75,1,1
1.75,3,2,0,4,3,2,3,5.58,0,3,0,2,0,0,3,0.266,3.83,1,1
0.5,3,1,0,4,1,2,3,1.33,0,3,0,3,0,0,3,0.215,0.8300000000000001,1,0
1.75,3,2,1,2,4,1,3,8.0,0,4,0,3,1,0,3,0.194,6.25,1,1
2.58,2,2,0,1,0,3,3,8.83,0,2,1,2,0,0,3,0.262,6.25,0,0
2.0,3,1,0,3,5,3,2,7.25,1,1,0,2,0,0,3,0.242,5.25,1,0
3.75,3,0,0,5,1,1,2,6.0,0,3,0,3,0,0,4,0.536,2.25,0,1
0.67,3,2,0,4,0,1,2,3.33,0,4,1,2,0,0,1,0.155,2.66,1,0
1.83,3,0,1,1,1,2,2,5.5,0,2,1,1,1,0,4,0.282,3.67,1,1
2.33,3,0,0,1,3,1,2,6.58,0,1,1,3,0,0,4,0.307,4.25,0,1
1.33,2,2,0,4,0,1,2,1.75,1,2,0,3,1,0,3,0.484,0.41999999999999993,1,0
0.17,3,2,0,2,1,3,2,1.67,0,1,1,2,0,0,1,0.064,1.5,1,0
1.33,3,0,1,3,0,1,3,3.5,0,1,0,3,0,0,4,0.296,2.17,1,0
0.5,3,0,0,3,0,1,1,1.75,0,3,1,2,0,0,1,0.182,1.25,1,0
0.17,3,0,0,4,4,2,2,2.83,0,4,1,2,0,0,1,0.044,2.66,1,0
1.92,2,0,0,4,0,1,2,6.25,0,3,1,3,1,0,4,0.265,4.33,1,1
0.5,3,1,0,4,3,2,1,6.83,1,4,1,3,0,0,1,0.064,6.33,1,1
1.42,3,1,0,4,2,1,1,7.33,0,2,0,2,0,0,3,0.17,5.91,1,1
1.17,3,1,1,4,1,3,2,2.83,0,3,0,2,0,0,3,0.305,1.6600000000000001,1,0
3.67,3,1,0,2,4,3,1,8.58,1,2,0,3,0,0,4,0.383,4.91,0,0
0.33,3,0,0,1,1,1,3,6.5,0,4,1,3,0,0,1,0.044,6.17,1,1
0.58,4,2,1,3,1,1,2,3.33,0,3,1,3,0,0,2,0.134,2.75,1,0
1.33,3,0,0,2,6,2,2,6.42,0,3,0,3,0,0,2,0.179,5.09,1,1
0.25,4,2,0,3,2,2,2,5.67,0,3,0,2,0,0,2,0.037,5.42,1,1
0.5,1,2,1,3,2,1,2,3.33,0,1,1,2,0,0,3,0.115,2.83,1,0
1.0,3,1,0,1,1,2,2,7.25,0,3,0,2,0,0,3,0.121,6.25,1,1
2.25,4,2,0,2,0,1,1,8.42,1,4,1,2,0,0,3,0.239,6.17,0,1
0.25,3,0,0,1,3,1,2,2.75,0,2,0,2,1,0,3,0.067,2.5,1,0
1.33,1,1,1,4,2,2,1,3.83,0,3,1,3,0,0,2,0.275,2.5,1,0
0.83,2,4,0,1,1,1,3,6.5,0,4,1,2,0,0,4,0.111,5.67,1,1
0.92,3,1,1,3,0,1,1,7.17,0,1,1,3,0,0,4,0.113,6.25,1,1
1.25,2,1,1,2,2,1,2,5.5,0,3,1,2,0,0,3,0.192,4.25,1,1
2.92,4,1,0,3,1,2,2,9.25,0,3,1,2,0,0,3,0.285,6.33,0,1
3.33,3,0,0,1,0,2,2,4.92,0,3,1,2,1,0,4,0.562,1.5899999999999999,0,0
0.08,3,2,1,2,3,2,2,2.5,0,3,1,2,0,0,4,0.023,2.42,1,0
0.67,3,0,1,2,0,3,1,5.08,0,4,0,2,0,0,2,0.11,4.41,1,0
0.92,2,1,1,4,3,3,1,2.25,1,3,0,3,2,0,3,0.283,1.33,1,0
2.58,3,2,0,2,4,2,3,7.5,0,3,0,2,0,0,4,0.304,4.92,0,1
1.92,2,1,0,1,3,1,2,4.75,0,4,1,2,0,0,3,0.334,2.83,1,0
0.58,3,2,1,4,1,1,3,4.67,0,3,1,2,0,0,4,0.102,4.09,1,0
0.08,3,0,1,4,1,1,3,4.5,0,4,0,2,0,0,3,0.015,4.42,1,0
3.08,3,0,1,4,1,1,2,8.83,0,2,1,3,1,0,3,0.313,5.75,0,1
0.08,4,1,1,4,1,2,2,2.75,0,2,1,3,0,0,2,0.021,2.67,1,0
0.25,3,2,0,2,1,2,2,0.42,0,4,0,2,0,0,4,0.176,0.16999999999999998,1,0
0.58,3,1,1,4,0,1,2,5.33,1,2,1,2,0,0,1,0.092,4.75,1,1
3.42,1,0,0,3,3,1,2,9.33,0,2,1,3,0,0,4,0.331,5.91,0,1
0.08,3,3,0,2,4,1,2,4.0,0,2,0,2,1,0,3,0.016,3.92,1,0
0.5,3,1,0,4,0,2,2,6.33,1,3,0,3,0,0,1,0.068,5.83,1,1
0.08,4,0,0,1,1,1,3,3.92,0,3,1,2,0,0,2,0.016,3.84,1,0
1.58,3,0,0,2,4,3,2,5.42,0,2,0,2,0,0,4,0.246,3.84,1,0
3.58,4,2,0,2,3,2,3,6.75,0,2,0,3,1,0,4,0.462,3.17,0,1
0.17,3,0,0,2,1,2,2,6.0,0,2,1,2,0,0,1,0.024,5.83,1,1
3.58,2,0,0,4,3,3,3,3.92,0,1,1,3,0,0,4,0.728,0.33999999999999986,0,0
0.08,3,1,1,4,4,2,1,5.58,1,3,1,2,0,0,3,0.012,5.5,1,1
0.75,4,0,0,4,3,1,2,2.33,0,1,1,3,0,0,4,0.225,1.58,1,0
0.25,3,0,0,4,3,3,2,1.17,0,4,0,2,0,0,1,0.115,0.9199999999999999,1,0
1.42,3,1,0,2,4,2,1,2.5,0,4,0,2,0,0,4,0.406,1.08,1,0
4.08,3,0,0,2,4,1,1,4.42,0,3,0,3,0,0,4,0.753,0.33999999999999986,0,0
2.33,3,2,0,3,1,1,2,8.42,0,3,1,3,0,0,4,0.247,6.09,0,1
0.42,3,1,0,1,2,2,2,2.42,0,3,1,3,2,0,1,0.123,2.0,1,0
1.42,2,1,0,4,1,1,1,5.83,0,3,1,2,1,0,2,0.208,4.41,1,1
0.5,3,2,1,3,2,2,1,6.75,0,2,0,2,0,0,1,0.065,6.25,1,1
1.5,3,0,0,2,4,2,1,5.17,1,2,0,2,1,0,2,0.243,3.67,1,1
0.08,2,3,1,5,0,2,3,0.58,0,3,0,3,0,0,1,0.051,0.49999999999999994,1,0
2.17,4,1,0,1,0,3,3,8.33,0,1,0,3,0,0,3,0.233,6.16,0,0
0.5,4,0,0,4,0,2,2,2.92,0,3,0,3,0,0,4,0.128,2.42,1,0
1.33,2,2,0,4,4,1,2,5.08,0,3,1,3,0,0,4,0.219,3.75,1,1
0.17,3,0,1,3,3,2,3,3.75,1,1,1,2,0,0,1,0.036,3.58,1,0
2.17,4,1,1,5,2,3,2,6.25,0,3,0,1,0,0,4,0.299,4.08,0,0
0.75,3,2,0,1,0,1,1,5.0,0,1,1,4,1,0,4,0.125,4.25,1,0
1.17,4,0,0,3,0,1,2,4.0,0,3,0,3,0,0,4,0.234,2.83,1,0
0.33,2,0,0,4,0,3,1,6.75,0,1,0,3,0,0,2,0.043,6.42,1,0
0.17,3,0,0,3,1,1,3,3.25,1,3,0,2,1,0,2,0.04,3.08,1,0
1.92,2,0,0,2,1,2,1,4.92,0,3,1,2,0,0,3,0.324,3.0,1,0
1.0,4,2,0,4,0,1,2,2.42,1,3,1,2,0,0,1,0.292,1.42,1,0
1.17,4,1,0,3,2,3,2,7.67,0,3,0,2,0,0,4,0.135,6.5,1,0
0.08,3,0,0,2,1,1,2,6.5,0,1,1,4,0,0,3,0.011,6.42,1,1
0.58,3,1,1,4,5,1,2,5.83,0,4,0,2,0,0,1,0.085,5.25,1,1
1.33,3,0,0,2,1,3,2,3.75,0,3,0,3,0,0,2,0.28,2.42,1,0
2.25,3,0,0,1,0,2,2,7.08,0,3,1,3,0,0,4,0.278,4.83,0,1
0.58,3,0,1,2,4,1,3,2.75,0,2,0,1,0,0,4,0.155,2.17,1,0
1.67,3,0,0,2,1,2,1,2.92,1,4,0,2,0,0,3,0.426,1.25,1,0
0.25,4,0,0,2,0,1,3,0.33,1,4,0,3,0,0,1,0.188,0.08000000000000002,1,0
1.0,2,1,0,4,5,2,3,2.5,0,4,0,3,0,0,2,0.286,1.5,1,0
1.58,4,2,0,4,3,2,1,3.83,1,4,0,2,1,0,3,0.327,2.25,1,0
1.5,3,1,0,2,2,1,2,5.17,0,3,1,2,1,0,3,0.243,3.67,1,1
0.83,3,0,0,2,2,2,2,3.33,1,3,0,2,0,0,4,0.192,2.5,1,0
1.83,3,0,0,3,1,2,1,6.17,1,3,0,3,1,0,4,0.255,4.34,1,1
2.42,3,1,0,2,0,1,1,4.17,0,3,0,2,0,0,4,0.468,1.75,0,0
0.75,4,1,0,3,0,1,2,6.33,0,3,1,2,1,0,1,0.102,5.58,1,1
0.75,4,2,0,2,2,2,2,1.42,0,4,1,3,0,0,1,0.31,0.6699999999999999,1,0
2.33,3,0,0,1,0,1,2,5.0,0,3,1,2,0,0,4,0.388,2.67,0,0
0.42,4,0,0,3,1,2,1,5.25,0,1,0,3,0,0,1,0.067,4.83,1,1
0.5,3,1,0,2,1,3,2,4.5,0,2,0,2,1,0,1,0.091,4.0,1,0
0.92,2,1,0,4,0,2,2,1.42,0,1,0,2,1,0,2,0.38,0.4999999999999999,1,0
0.25,3,1,0,4,0,1,3,4.92,0,3,1,2,0,0,2,0.042,4.67,1,0
0.67,3,0,1,2,0,3,2,4.5,0,3,1,2,0,0,1,0.122,3.83,1,0
1.25,4,0,0,2,3,2,2,1.83,1,3,0,3,0,0,2,0.442,0.5800000000000001,1,0
0.08,4,0,0,4,1,3,3,3.08,0,4,1,3,1,0,2,0.02,3.0,1,0
3.17,3,1,0,1,0,2,3,7.67,0,3,1,3,1,0,4,0.366,4.5,0,1
0.92,4,0,0,3,0,1,2,6.25,0,3,1,3,0,0,2,0.127,5.33,1,1
2.25,3,2,0,2,0,3,2,3.25,0,1,0,2,1,0,3,0.529,1.0,0,0
0.92,3,0,0,4,0,1,1,6.58,0,3,1,3,0,0,3,0.121,5.66,1,1
0.67,3,0,0,2,1,1,3,2.58,0,3,0,2,0,0,1,0.187,1.9100000000000001,1,0
0.83,4,0,0,1,1,1,2,4.42,0,3,0,3,0,0,4,0.153,3.59,1,0
1.83,3,3,0,4,2,1,2,7.58,1,4,0,2,1,0,3,0.213,5.75,1,1
0.75,3,2,1,2,0,2,2,5.42,1,1,1,2,0,0,4,0.117,4.67,1,1
0.67,4,2,1,4,1,1,1,3.75,0,3,1,2,0,0,4,0.141,3.08,1,0
1.67,2,4,0,2,3,1,3,4.0,0,3,0,3,0,0,4,0.334,2.33,1,0
0.5,3,3,1,3,5,2,1,3.58,0,3,0,2,0,0,3,0.109,3.08,1,0
1.08,3,2,0,1,1,3,2,4.33,0,3,0,2,0,0,2,0.203,3.25,1,0
1.67,4,3,0,4,0,1,2,5.08,0,1,0,2,0,0,3,0.275,3.41,1,1
1.17,3,0,0,2,2,1,2,3.83,0,4,1,1,0,0,3,0.242,2.66,1,0
1.92,3,1,0,1,4,3,2,7.17,0,3,0,2,0,0,3,0.235,5.25,1,0
2.08,4,0,1,3,3,1,2,7.33,0,3,1,2,0,0,3,0.25,5.25,0,1
0.58,4,0,0,4,3,3,3,2.5,0,2,0,3,1,0,3,0.166,1.92,1,0
3.17,3,0,1,4,0,2,2,7.33,1,3,1,2,0,0,4,0.381,4.16,0,1
2.08,4,0,1,2,0,1,2,6.75,0,2,1,2,0,0,4,0.268,4.67,0,1
0.67,3,3,0,3,4,2,1,1.5,0,2,0,2,0,0,2,0.268,0.83,1,0
0.92,3,0,1,2,3,2,2,1.08,0,2,1,2,0,0,1,0.442,0.16000000000000003,1,0
1.83,3,2,1,2,1,1,2,6.33,0,3,1,3,0,0,4,0.25,4.5,1,1
3.33,4,0,0,2,1,2,1,4.17,0,3,0,4,0,0,4,0.644,0.8399999999999999,0,0
0.08,3,0,1,4,1,1,1,1.67,0,4,1,3,1,0,2,0.03,1.5899999999999999,1,0
0.17,3,2,0,4,5,1,2,5.83,0,3,1,2,0,0,2,0.025,5.66,1,1
2.67,2,0,1,1,0,3,2,5.83,0,3,1,2,1,0,4,0.391,3.16,0,0
0.5,2,2,0,3,1,3,1,2.08,0,2,1,3,1,0,4,0.162,1.58,1,0
0.42,1,0,1,4,3,2,2,6.75,0,4,1,3,0,0,4,0.054,6.33,1,1
0.25,3,4,0,4,3,2,3,1.33,0,1,1,3,0,0,2,0.107,1.08,1,0
0.42,3,0,0,2,0,2,1,0.58,0,4,0,2,0,0,1,0.266,0.15999999999999998,1,0
3.08,3,2,0,2,1,1,2,9.08,0,1,1,1,0,0,4,0.306,6.0,0,1
1.75,3,0,0,4,3,1,3,7.08,0,2,0,2,1,0,3,0.217,5.33,1,1
1.58,3,2,0,3,4,3,2,2.92,0,3,0,2,0,0,3,0.403,1.3399999999999999,1,0
1.0,3,0,1,2,0,1,3,3.33,1,3,0,2,0,0,2,0.231,2.33,1,0
1.58,4,0,1,2,1,1,1,5.25,0,3,1,2,0,0,3,0.253,3.67,1,1
1.67,3,1,1,1,2,2,2,7.83,0,3,1,2,0,0,4,0.189,6.16,1,1
0.5,3,0,0,4,4,2,2,3.33,1,3,0,2,0,0,2,0.115,2.83,1,0
0.08,3,3,1,1,3,1,1,4.5,0,1,0,2,0,0,4,0.015,4.42,1,0
3.83,3,0,1,4,0,2,2,9.25,0,3,0,3,0,0,4,0.374,5.42,0,1
1.08,3,1,0,2,1,3,1,6.25,0,4,0,3,0,0,2,0.149,5.17,1,0
3.0,3,0,0,2,2,2,2,5.75,0,4,1,1,0,0,4,0.444,2.75,0,1
0.25,3,2,0,4,3,2,3,5.58,0,3,0,2,0,0,4,0.038,5.33,1,1
2.25,2,0,0,4,2,2,1,7.67,0,3,0,2,0,0,2,0.26,5.42,0,1
1.5,4,0,0,1,1,2,1,3.67,0,1,1,4,1,0,2,0.321,2.17,1,0
0.75,3,1,0,1,0,1,3,6.0,0,3,0,3,0,0,2,0.107,5.25,1,1
3.25,3,0,1,1,2,1,1,5.5,1,3,0,3,0,0,4,0.5,2.25,0,1
1.75,3,1,1,3,1,3,2,1.92,0,4,0,2,0,0,4,0.599,0.16999999999999993,1,0
0.33,4,1,1,1,4,1,3,5.17,0,2,1,3,0,0,4,0.053,4.84,1,1
0.75,3,1,1,3,1,1,2,4.67,0,2,1,2,0,0,2,0.132,3.92,1,0
0.58,4,0,0,3,3,3,2,5.0,1,3,0,3,0,0,4,0.097,4.42,1,0
3.75,3,0,0,3,0,3,2,6.92,0,3,0,2,0,0,4,0.473,3.17,0,0
1.5,3,1,1,3,2,2,2,8.0,0,1,1,3,0,0,2,0.167,6.5,1,1
2.42,3,4,0,2,3,2,3,5.25,1,3,0,2,0,0,4,0.387,2.83,0,1
